County,Market Name,Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,EBT/SNAP,Latitude,Longitude,Location Points
Monroe,Irondequoit Farmers' Market,"Town Hall Lawn 1280 Titus Ave., Rochester",1280 Titus Ave,Rochester,NY,14617,Dianne Schleifer,5853366085,http://www.irondequoit.org,Thursday  4pm-Dusk,May 29 - October 23,P/M,Y,Y,43.21118,-77.58154,"(43.21118, -77.58154)"
Monroe,Monroe Village Farmers' Market,"Blessed Sacrament Church lot 534 Oxford St., Rochester",534 Oxford St.,Rochester,NY,14607,Allen Krisiloff,5854734470,http://www.monroevillagefarmersmarket.org,Wednesday  4pm-7pm,June 11 - October 15,M,Y,Y,43.14443,-77.58914,"(43.14443, -77.58914)"
Monroe,North Chili Farmers' Market,"Methodist Church 2200 Westside Drive, Rochester",2200 Westside Dr,North Chilli,NY,14514,James Miller,5852930841,,Saturday  8am-1pm,June 14 - October 25,M,Y,N,43.12648,-77.78969,"(43.12648, -77.78969)"
Monroe,Penfield Farmers' Market,Grossman's Garden & Home1801 Fairport Nine Mile Point Rd,1801 Fairport 9 Mile Point Rd,Fairport,NY,14526,Rebecca Ward,5853771982,,Sunday 10am - 2pm,Year-round,YR,N,N,43.12338,-77.44146,"(43.12338, -77.44146)"
Monroe,Pittsford Farmers' Market,"Pittsford Colony Plaza,3400 Monroe Ave.",3400 Monroe Ave,Rochester,NY,14618,Cindy Christ,5857338104,,Tue/Sat  9am-1pm,May 6 - November 25,P/M,Y,N,43.10222,-77.53524,"(43.10222, -77.53524)"
Monroe,Rochester/441  Ministries Youth Market,441 Parsells Ave.,441 Paresells Ave,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  4pm-7pm,July 9 - September 10,M,Y,Y,43.16583,-77.5666,"(43.16583, -77.5666)"
Monroe,Rochester/Aenon Baptist Youth Market,175 Genesee St.,175 Genesee St,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  11am-2pm,July 9 - September 10,M,Y,Y,43.1466,-77.63608,"(43.1466, -77.63608)"
Monroe,Rochester/Bridges to Wellness Youth Market,700 North St. (Gantt Comm Ctr),700 North Street,Rochester,NY,14605,Mitch Gruber,5853283380,http://www.foodlinkny.org,Tuesday  11am-2pm,July 8 - September 9,M,Y,Y,43.17027,-77.59682,"(43.17027, -77.59682)"
Monroe,Rochester/Cathedral Community Youth Market,296 Flower City Park,296 Flower City Park,Rochester,NY,14615,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  2pm-6pm,July 9 - September 10,M,Y,Y,43.19312,-77.63275,"(43.19312, -77.63275)"
Monroe,Rochester/Deaf Club Youth Market,1564 Lyell Ave.,1564 Lyell Ave,Rochester,NY,14606,Mitch Gruber,5853283380,http://www.foodlinkny.org,Saturday  10am-1pm,July 12 - September 13,M,Y,Y,43.165,-77.66715,"(43.165, -77.66715)"
Monroe,Rochester/East Side WINTER Farmers' Market,"2555 Baird Rd., Penfield, NY",255 Baird Road,Penfield,NY,14526,Mary Bartolotta,5853489022,,Tuesday 3pm - 6pm,November - April,X/W/P,N,N,43.1347,-77.46387,"(43.1347, -77.46387)"
Monroe,Rochester/Jefferson Ave. Youth Market,309 Jefferson Ave.,309 Jefferson Ave,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  3pm-7pm,July 10 - September 11,M,Y,Y,43.14878,-77.62944,"(43.14878, -77.62944)"
Monroe,Rochester/Project Hope Youth Market,92 Conkey Ave.,Clifford Ave and Conkey Ave,Rochester,NY,14621,Mitch Gruber,5853283380,http://www.foodlinkny.org,Saturday  12 Noon-3pm,July 12 - September 13,M,Y,Y,43.17472,-77.6196,"(43.17472, -77.6196)"
Monroe,Rochester Public Market,280 N. Union St.off East Main St.,280 North Union St.,Rochester,NY,14609,Cindy De Coste,5854286907,http://www.cityofrochester.gov/publicmarket,Tue/Thu  6am-1pm    Sat  5am-3pm,Year-round,YR,Y,Y,43.1657,-77.59016,"(43.1657, -77.59016)"
Monroe,Rochester/Seedfolk Youth Market,2271 East Main St.,2271 East Main St,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Friday  3pm-6pm,July 11 - September 12,M,Y,Y,43.15884,-77.55016,"(43.15884, -77.55016)"
Monroe,Rochester/South Wedge Farmers' Market,100 Alexander St. lot at S. Clinton Ave.,100 Alexander St,Rochester,NY,14620,Sue Gardner-Smith,5852698918,,Thursday  4pm-7pm,June 12 - October 16,M,Y,Y,43.14598,-77.60243,"(43.14598, -77.60243)"
Monroe,Rochester/St. Mark's & St. John's Youth Market,1245 Culver Road,1245 Culver Rd,Rochester,NY,14609,Mitch Gruber,5853283380,http://www.foodlinkny.org,Saturday  9:30am-12:30pm,July 12 - September 13,M,Y,Y,43.16807,-77.56219,"(43.16807, -77.56219)"
Monroe,Rochester/St. Stephen's Youth Market,350 Chili Ave.,350 Chili Avenue,Rochester,NY,14611,Mitch Gruber,5853283380,http://www.foodlinkny.org,Thursday  5pm-8pm,July 10 - September 11,M,Y,Y,43.1473,-77.64607,"(43.1473, -77.64607)"
Monroe,Rochester/Washington Square Farmers' Market,"Washington Square Park,181 S. Clinton Ave.",181 South Clinton Ave,Rochester,NY,14604,Mitch Gruber,5853283380,http://www.foodlinkny.org,Wednesday  11am-2pm,June 25 - September 3,M,Y,Y,43.15352,-77.60533,"(43.15352, -77.60533)"
Monroe,Rochester/Westside Farmers' Market,St. Monica's Church parking lot 831 Genesee St.,831 Genesee St,Rochester,NY,14611,Jackie Farrell,5854368999,http://www.westsidemarketrochester.com,Tuesday  4pm-7:30pm,June 10 - October 14,M,Y,Y,43.13373,-77.636,"(43.13373, -77.636)"
Monroe,Scottsville Midweek Farmers' Market,61 Main Street American Legion Pkg Lot,61 Main St,Scottsville,NY,14546,Marcy McCall,5858893981,,Wednesday  4pm -7pm,June 4 - September 24,M,Y,N,43.0193,-77.75548,"(43.0193, -77.75548)"
Monroe,Webster Joe Obbie Farmers' Market,Webster Town Center Holt & Ridge Rd.,Holt Road and Ridge Road,Webster,NY,14580,Fedele Noto,3155898703,,Wednesday  2pm - 6pmSaturday  8am - 1pm,June 14 - November 1,M,Y,Y,43.21035,-77.44665,"(43.21035, -77.44665)"
Montgomery,Amsterdam Sanford Farm Farmers' Market,"Sanford Stud Farm, Rt 30 Nbtwn Walmart & Walgreens",110 Town Square Dr,Amsterdam,NY,12010,Anne Marie Johnson,5188636104,,Wednesday  3pm-6pm,May 14 - October 29,P/M,Y,Y,42.96078,-74.18542,"(42.96078, -74.18542)"
Montgomery,Canajoharie Farmers' Market,Arkell Museum lot 2 Erie Blvd.,2 Erie Blvd,Canajoharie,NY,13317,Dolores Jacksland,5186734434,http://www.canajohariefarmersmarket.com,Saturday  10am-1pm,June 7 - October 25,M,Y,N,42.90736,-74.572,"(42.90736, -74.572)"
Montgomery,Fort Plain Farmers' Market,Parking lot on 12 Willet St.,12 Willet Street,Fort Plain,NY,13339,Annette Bayes,5189934271,,Thursday  1pm-5pm,May 29 - November 27,P/M,Y,N,42.93177,-74.62118,"(42.93177, -74.62118)"
Nassau,Anna House Farmers' Market,2150 Hempstead Tkpe Elmont,2150 Hempstead Turnpike,Elmont,NY,11003,Dana Youkilis,5163589250,,Tuesday  10:30am-1:30pm,July 1 - September 23,M,Y,Y,40.7125,-73.72211,"(40.7125, -73.72211)"
Nassau,Baldwin WINTER Farmers' Market,American Legion Hall2754 Grand Ave.,2754 Grand Avenue,Baldwin,NY,11510,Jaime Greci,5162977997,http://www.longislandfarmersmarkets.com,Saturday 9am - 1pm,December 7 - April 26,X/W/P,N,N,40.64249,-73.6128,"(40.64249, -73.6128)"
Nassau,Children's Nest Farmers' Market,2350 Merrick Ave. Merrick,2350 Merrick Avenue,Merrick,NY,11566,Dana Youkilis,5163589250,,Thursday  3:30pm-6:30pm,July 3 - September 25,M,Y,Y,40.6601,-73.55131,"(40.6601, -73.55131)"
Nassau,Crossroads Farmers' Market,"Crossroads Farm 480 Hempstead Ave., Malverne",480 Hempstead Ave,Malverne,NY,11565,Jaime Greci,5162977997,http://www.longislandfarmersmarkets.com,Thursday  10am-4pm,June 5 - November 20,M,Y,N,40.6805,-73.66384,"(40.6805, -73.66384)"
Nassau,Freeport Community Youth Market,Freeport Recreation Center Parking Lot 130 East Merrick Rd.,130 East Merrick Rd,Freeport,NY,11520,Debra Wheat-Williams,5163783415,http://www.cedarmore.org,Saturday  11am-4pm,July 12 - October 25,M,Y,Y,40.65449,-73.57474,"(40.65449, -73.57474)"
Nassau,Garden City Farmers' Market,"101 Co. Seat Dr., off Old Country Rd3rd parking lot behind Supreme Ct. Bldg.",County Seat Dr and Supreme Court Dr,Garden City,NY,11530,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Tuesday  7am-1pm,May 27 - November 25,P/M,Y,N,40.73609,-73.63505,"(40.73609, -73.63505)"
Nassau,Kennedy Plaza Farmers' Market,"1 West Chester St., Long BeachCorner of National Blvd. & Park Ave.,",1 West Chester St,Long Beach,NY,11561,Bernadette Martin,6316785227,http://www.ligreenmarket.org,Wed  10am-4pmSaturday 9am-2pm,May 3 - November 26,P/M,Y,Y,40.58941,-73.66594,"(40.58941, -73.66594)"
Nassau,Kennedy Plaza WINTER Farmers' Market,"Kennedy Plaza City Hall, One West Chester Street, Long Beach",1 Westchester Street,Long Beach,NY,11561,TBA TBA,5184576880,,Saturday 10am - 2pm,December 7 - February 22,X/W,N,Y,40.5896,-73.66636,"(40.5896, -73.66636)"
Nassau,Kings Park Farmers' Market,"Route 25A, Main St. Municipal LotAcross from Fire Dept., 2 Main St.",1 E. Main St.,Kings Park,NY,11754,Bernadette Martin,6316785227,http://www.ligreenmarket.org,Sunday  9am-2pm,May 18 - November 23,P/M,Y,Y,40.88422,-73.25243,"(40.88422, -73.25243)"
Nassau,Locust Valley Farmers' Market,115 Forest Ave.across from Post Office,115 Forest Ave,Locust Valley,NY,11560,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12 Noon,June 7 - November 22,M,Y,N,40.87555,-73.59994,"(40.87555, -73.59994)"
Nassau,New Cassel Youth Market,"First Baptist Church parking lot 211 Garden St., Westbury",211 Garden St,Westbury,NY,11590,Traci Caines,5169979399,,Saturday  11am-3pm,July 12 - November 22,M,Y,Y,40.76179,-73.56789,"(40.76179, -73.56789)"
Nassau,New Hyde Park Farmers' Market,"Municipal parking lot, near Village Hall 1441 Jericho Turnpike",1441 Jericho Turnpike,New Hyde Park,NY,11040,Jaime Greci,5162977997,http://www.longislandfarmersmarkets.com,Saturday  8am-1pm,May 31 - November 22,P/M,Y,Y,40.73386,-73.68046,"(40.73386, -73.68046)"
Nassau,Port Washington Organic Farmers' Market,Port Washington Town Dock Main St.,Main St and Covert St,Port Washington,NY,11050,Patti Wood,5168830887,,Saturday  8am-12 Noon,June 7 - October 25,M,Y,N,40.83153,-73.7019,"(40.83153, -73.7019)"
Nassau,Rockville Centre Farmers' Market,Sunrise Hgwy & Longbeach Rd.,Sunrise Hwy and Long Beach Rd,Rockville Centre,NY,11570,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Sunday  7am-12 Noon,May 25 - November 23,P/M,Y,N,40.65712,-73.6321,"(40.65712, -73.6321)"
Nassau,Roosevelt Community Youth Market,380 Nassau Rd. Family Health Clinic parking lot,380 Nassau Rd,Roosevelt,NY,11575,Clara Gillens,5165442955,http://www.rooseveltfarmersmarket.com,Sunday  11am-4pm,July 13 - October 26,M,Y,Y,40.68185,-73.59092,"(40.68185, -73.59092)"
Nassau,Roslyn-North Hills Farmers' Market,Christopher Morley Park 500 Searing Town Rd.,500 Searingtown Rd,Roslyn Heights,NY,11577,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,May 28 - November 26,P/ M,Y,N,40.78188,-73.66277,"(40.78188, -73.66277)"
Nassau,Seaford Farmers' Market,"Seaford Railroad Station, Parking Lot 3Sunrise Highway, Across from 7-Eleven",Seaford Railroad Station,Seaford,NY,11783,Ethel Terry,6313233653,http://www.longislandgrowersmarket.com,Saturday  7am-12 Noon,May 24 - November 22,P/M,Y,N,40.67572,-73.48657,"(40.67572, -73.48657)"
Nassau,Spinney Hill Farmers' Market,"125 Community Drive,Northshore LIJ parking lot, Great Neck",125 Community Drive,Great Neck,NY,11021,Bernadette Martin,6316785227,http://www.ligreenmarket.org,Sunday  10am-2pm,July 13 - October 26,M,Y,Y,40.78414,-73.70454,"(40.78414, -73.70454)"
Nassau,YALE Farmers' Market,"Yale Child Care Center 160 Baldwin Rd., Hempstead",160 Baldwin Road,Hempstead,NY,11550,Dana Youkilis,5163589250,,Tuesday  3:30pm-6:30pm,July 1 - September 23,M,Y,Y,40.69657,-73.61598,"(40.69657, -73.61598)"
New York,Abingdon Square Greenmarket,West 12th St  & 8th Ave,Hudson St and 8th Ave,New York,NY,10014,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-2pm,Year-round,YR,Y,Y,40.73691,-74.00557,"(40.73691, -74.00557)"
New York,Bowling Green Greenmarket,"Broadway, at Battery Place",Broadway and Bowling Green,New York,NY,10004,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Thu  8am-5pm,Year-round,YR,Y,Y,40.70453,-74.01327,"(40.70453, -74.01327)"
New York,Broadway French Farmers' Market,"Broadway, btwn 35th & 36th Sts.",Broadway and 35th Street,Manhattan,NY,10018,Johanna Safar,9143181067,,Tue/Wed/Fri  11am-6pm,May 2 - November 26,P/M,Y,N,40.75069,-73.98783,"(40.75069, -73.98783)"
New York,Chelsea Farmers' Market,"23rd Street & Ninth Ave., N. of 23rd St.",23rd Street and 9th Avenue,New York,NY,10011,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-5pm,June 7 - November 22,M,Y,N,40.74651,-74.00137,"(40.74651, -74.00137)"
New York,City Hall Park Greenmarket,"Broadway, at Chambers St.",Broadway and Chambers St,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Fri  8am-4pm,March 11 - December 23,P/M/X,Y,Y,40.71419,-74.0063,"(40.71419, -74.0063)"
New York,Columbia Greenmarket,"Broadway, btwn 114th & 116th Sts.",Broadway and West 116th St,New York,NY,10027,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thu/Sun  8am-5pm,Year-round,YR,Y,Y,40.80738,-73.96449,"(40.80738, -73.96449)"
New York,Dag Hammarskjold Plaza Greenmarket,"E. 47th St., btwn 2nd & First Aves.",East 47th St and Second Ave,New York,NY,10017,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wednesday  8am-4pm,Year-round,YR,Y,Y,40.75298,-73.96989,"(40.75298, -73.96989)"
New York,Downtown PATH Greenmarket,"West Broadway, btwn Barclay & Park Pl.",Broadway and Park Pl,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tuesday  8am-6pm,Year-round,YR,Y,N,40.71257,-74.00765,"(40.71257, -74.00765)"
New York,East 82 St./St. Stephens Greenmarket,"82nd St., btwn First & York Aves.",408 East 82nd Street,New York,NY,10028,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  9am-2:30pm,Year-round,YR,Y,Y,40.77394,-73.9506,"(40.77394, -73.9506)"
New York,East 92 St. Greenmarket,"First Ave., btwn 92nd & 93rd Sts.",East 92nd St and First Ave,New York,NY,10128,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am-4pm,June 29 - November 23,M,Y,Y,40.78071,-73.94658,"(40.78071, -73.94658)"
New York,Fort Washington Greenmarket,Fort Washington Ave. & 168th St.,Fort Washington Ave and West 168th St,New York,NY,10032,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tuesday  8am-4pm,June 3 - November 25,M,Y,Y,40.84217,-73.94229,"(40.84217, -73.94229)"
New York,Grass Roots Farmers' Market,"Around Jackie Robinson Park, 145th St., btwn Edgecomb & Bradhurst Aves.",West 145th St and Edgecombe Ave,New York,NY,10030,Fred Wilson,9175158046,,Sat/Tue  9am-4pm,July 12 - November 25,M,Y,Y,40.82365,-73.94385,"(40.82365, -73.94385)"
New York,Hamilton Heights Green Youth Market,"Johnny Hartman Plaza, 143rd & 144th Sts.",143rd Street and Amsterdam Ave,Manhattan,NY,10031,Lorisse Bentine,2122837044,http://www.brotherhood-sistersol.org,Wednesday  11am-5pm,July 2 - November 26,M,Y,Y,40.82396,-73.94855,"(40.82396, -73.94855)"
New York,Harlem State Office Building Farmers' Market,"163 W 125 St, Adam Clayton Powell Jr. State Office Bldg",163 West 125 Street,New York,NY,10027,Tupacamaru Tiwoni,6463517611,http://www.125thstreetfarmersmarket.com,Tuesday  10am-7pm,June 10 - November 25,M,Y,Y,40.80898,-73.94755,"(40.80898, -73.94755)"
New York,Harvest Home East Harlem Farmers' Market,E. 104th St. & Third Ave.,East 104th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Thursday  8am-4pm,June 26 - November 25,M,Y,N,40.79024,-73.94564,"(40.79024, -73.94564)"
New York,Harvest Home Harlem Hospital Farmers' Market,"506 Lenox Ave., W 135th & W 137th Aves.",137th Street and Lennox Avenue,New York,NY,10037,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,June 27 - November 21,M,Y,Y,40.81539,-73.93985,"(40.81539, -73.93985)"
New York,Harvest Home Lenox Ave. Farmers' Market,Lenox Ave btwn W 117th & W 118th Sts.,150 Lenox Avenue,New York,NY,10027,Maritza Owens,2128283361,http://www.harvesthomefm.org,Saturday  8am-4pm,June 28 - November 22,M,Y,Y,40.80295,-73.9489,"(40.80295, -73.9489)"
New York,Harvest Home Metropolitan Farmers' Market,99th St. & 3rd Ave.,East 99th St and Third Ave,New York,NY,10029,Maritza Owens,2128283361,http://www.harvesthomefm.org,Friday  8am-4pm,June 27 - November 21,M,Y,Y,40.78713,-73.94792,"(40.78713, -73.94792)"
New York,Harvest Home West Harlem Farmers' Market,"137th St. & Broadway,",137th St and Broadway,New York,NY,10031,Maritza Owens,2128283361,http://www.harvesthomefm.org,Tuesday  8am-4pm,June 24 - November 25,M,Y,Y,40.82136,-73.95404,"(40.82136, -73.95404)"
New York,Herban Farmers' Market at Mt. Morris,"Marcus Garvey Park, 124th St. & 5th Ave.",18 Mt Morris Park W,New York,NY,10027,Tupacamaru Tiwoni,6463517611,http://www.125thstreetfarmersmarket.com,Saturday  10am-5pm,June 28 - November 15,M,Y,Y,40.80502,-73.9449,"(40.80502, -73.9449)"
New York,Inwood Park Greenmarket,"Isham St., btwn Seaman & Cooper Sts.",Isham St and Seaman St,New York,NY,10034,Chelsea Whittaker,2127887476,http://www.grownyc.org,Saturday  8am-3pm,Year-round,YR,Y,Y,40.86988,-73.9209,"(40.86988, -73.9209)"
New York,La Marqueta Farmers' Market,"East 115th St. & Park Ave., East Harlem1590 Park Ave",East 115th St and Park Ave,New York,NY,10029,Lisa Thompson,2123123621,,Thu - Sat 8am - 5pm,Year-round,YR,N,N,40.79868,-73.94388,"(40.79868, -73.94388)"
New York,Lower East Side Youthmarket,"Grand St. btwn Pitt & Bialystoker Sts.,",Grand St and Pitt St,New York,NY,10002,Jackie Bach,2127883818,http://www.grownyc.org/youthmarket,Thursday  1pm-7pm,July 10 - November 20,M,Y,Y,40.71523,-73.9843,"(40.71523, -73.9843)"
New York,Morningside Park Farmers' Market,"W. 110th St. & Manhattan Ave.,",West 110th St and Manhattan Ave,New York,NY,10025,Doug Ornstein,9149234837,http://www.downtoearthmarkets.com,Saturday  9am-5pm,May 24 - December 6,P/M/X,Y,Y,40.80116,-73.95965,"(40.80116, -73.95965)"
New York,Mount Sinai Hospital Greenmarket,Madison Ave. at 99th St.,East 99th St and Madison Ave,New York,NY,10029,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wednesday  8am-5pm,June 25 - November 26,M,Y,Y,40.78918,-73.95276,"(40.78918, -73.95276)"
New York,Port Authority Bus Terminal Greenmarket,"42nd St. & 8th Ave., inside Bus Terminal",8th Ave and West 42nd St,New York,NY,10036,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am-5pm,Year-round,YR,Y,N,40.75723,-73.98979,"(40.75723, -73.98979)"
New York,Project EATS Frederick Douglass Farmers' Market,"Frederick Douglass Houses,101 Street, btwn Columbus & Amsterdam Aves.,",830 Amsterdam Ave,New York,NY,10025,Kadeesha Williams,2126121528,,Saturday  10am-4pm,May 31 - November 22,P/M,Y,N,40.79703,-73.96822,"(40.79703, -73.96822)"
New York,PS 11 WINTER Farmers' Market,"320 West 21st St.,",320 West 21st Street,New York,NY,10011,Deborah Osbourne,9176530594,,"Monthly, Wednesday 8am - 10am",December - April,X/W/P,N,Y,40.74455,-74.00073,"(40.74455, -74.00073)"
New York,Rockefeller Center Greenmarket,"Rockefeller Plaza, at 50th St.",Rockefeller Plaza and West 50th St,New York,NY,10112,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wed/Thu/Fri  8am-5pm,September - October,M,Y,N,40.75907,-73.97846,"(40.75907, -73.97846)"
New York,Saint Mark's Church Greenmarket,"E. 10th St., at 2nd Ave.",East 10th St and Second Ave,New York,NY,10003,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tuesday  8am-6pm,June 3 - November 25,M,Y,Y,40.72975,-73.98682,"(40.72975, -73.98682)"
New York,SoHA Square Farmers' Market,"W. 117th St. & 8th Ave.,2171 Frederick Douglass Blvd.",W 117th and Frederick Douglass Blvd,Manhattan,NY,10026,Tiffany Simone,6312137642,http://www.sohasquare.com,Thu/Fri  11am-7pm,June 5 - December 18,M/X,Y,Y,40.80511,-73.95487,"(40.80511, -73.95487)"
New York,Staten Island Ferry Whitehall Greenmarket,"4 South St., inside Ferry Terminal Bldg.",4 South St,New York,NY,10005,Chelsea Whittaker,2127887476,http://www.grownyc.org,Tue/Fri  8am-7pm,Year-round,YR,Y,Y,40.70155,-74.01213,"(40.70155, -74.01213)"
New York,Stuyvesant Town Greenmarket,"14th St. loop & Ave. A, southend of Oval",1 Stuyvesant Oval,New York,NY,10009,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9:30am-4pm,May 4 - November 23,P/M/X,Y,Y,40.73108,-73.97889,"(40.73108, -73.97889)"
New York,Tompkins Square Greenmarket,"Tompkins Square Park, Ave. A & E. 7th St.",Avenue A and East 7th St,New York,NY,10009,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am-6pm,Year-round,YR,Y,Y,40.72602,-73.98353,"(40.72602, -73.98353)"
New York,Tribeca Greenmarket,"Greenwich St., Chambers & Duane Sts.",Greenwich St and Chambers St,New York,NY,10007,Chelsea Whittaker,2127887476,http://www.grownyc.org,Wed/Sat  8am-3pm,Year-round,YR,Y,Y,40.7163,-74.01097,"(40.7163, -74.01097)"
New York,Tucker Square Greenmarket,"Columbus Ave., at 66th Street",Columbus and West 66th St,New York,NY,10023,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thu/Sat  8am-5pm,Year-round,YR,Y,Y,40.77361,-73.98158,"(40.77361, -73.98158)"
New York,Union Square Greenmarket,E. 17th St. & Broadway,Broadway and West 17th St,New York,NY,10003,Chelsea Whittaker,2127887476,http://www.grownyc.org,M/W/F/Sat  8am-6pm,Year-round,YR,Y,Y,40.73712,-73.99029,"(40.73712, -73.99029)"
New York,West 175th St. Greenmarket,"175th St., btwn Wadsworth & Broadway",West 175th St and Broadway,New York,NY,10033,Chelsea Whittaker,2127887476,http://www.grownyc.org,Thursday  8am-5pm,June 26 - November 20,M,Y,Y,40.84622,-73.93847,"(40.84622, -73.93847)"
New York,West 57th St. Greenmarket,"Ninth Ave., btwn 56th & 57th Sts.",West 57th St and Ninth Ave,New York,NY,10019,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sat/Wed  8am-5pm,April 19 - December 20,P/M/X,Y,Y,40.76792,-73.98572,"(40.76792, -73.98572)"
New York,West 79th St. Greenmarket,"Columbus Ave., W. 78th &  W. 81st Sts.",West 79th St and Columbus Ave,New York,NY,10024,Chelsea Whittaker,2127887476,http://www.grownyc.org,Sunday  9am-5pm,Year-round,YR,Y,Y,40.78195,-73.97548,"(40.78195, -73.97548)"
New York,West 97th Street Greenmarket,"97th St., Amsterdam & Columbus Aves.",West 97th St and Columbus Ave,New York,NY,10025,Chelsea Whittaker,2127887476,http://www.grownyc.org,Friday  8am-2pm,Year-round,YR,Y,Y,40.79356,-73.96701,"(40.79356, -73.96701)"
Niagara,Lockport Farmers' Market,South lot on Walnut St.West of Pine St.,Walnut St and Pine St,Lockport,NY,14094,Richelle Pasceri,7164396776,,Daily  9am-9pm,Year-round,YR,Y,N,43.16882,-78.69197,"(43.16882, -78.69197)"
Niagara,Middleport Community Farmers' Market,7 Eleven parking lot 81 Rochester Rd.,81 Rochester Road,Middleport,NY,14105,Lynn & Stacey McAvoy,7165149645,,Wednesday  2pm-6pm,June 11 - October 29,M,Y,Y,43.20528,-78.48445,"(43.20528, -78.48445)"
Niagara,Niagara Falls City Market,"Pine Ave., Market Squarebtwn 18th & 19th Sts.",Pine Ave and 18th St,Niagara Falls,NY,14301,Victor Muto,7167540798,,Mon/Wed/Fri  9am-5pm,Year-round,YR,Y,N,43.0951,-79.04017,"(43.0951, -79.04017)"
Niagara,North Tonawanda City Farmers' Market,Robinson & Bryant Streets (Corner),Robinson St and Bryant Street,North Tonawanda,NY,14120,John Long,7168306025,,Tue/Thu/Sat  7am-1pm,Year-round,YR,Y,Y,43.03386,-78.86971,"(43.03386, -78.86971)"
Niagara,Pendleton Farmers' Market,Pendleton Town Park 6570 Campbell Bvld. (Rt. 270),6570 Campbell Blvd,Pendleton,NY,14120,Cynthia Aldridge,7166258833,http://www.pendletonfm.com,Thursday  3pm-7:30pm,June 5 - October 16,M,Y,N,43.07588,-78.77023,"(43.07588, -78.77023)"
Oneida,Boonville Farmers' Market,"222 Schuyler St., fair grounds",222 Schuyler St,Boonville,NY,13309,Kelly Ulrich,3153359851,http://www.boonvillefarmersmarket.com,Thursday 12 Noon-6pm,June 19 - October 23,M,Y,N,43.48178,-75.34404,"(43.48178, -75.34404)"
Oneida,City of Sherrill Farmers' Market,377 Sherrill Rd Next to the Gazebo,Sherrill Rd and Park St,Sherrill,NY,13461,Sara Getman,3153636525,http://www.sherrillny.org/farmersmarket,Tuesday  12 Noon-5pm,June 10 - October 7,M,Y,N,43.0725,-75.5984,"(43.0725, -75.5984)"
Oneida,Clinton Farmers' Market,Village Green West Park Row,Village Green,Clinton,NY,13323,Ferris Betrus Jr.,3158531735,http://www.clintonnychamber.org,Thursday  10am-4pm,June 5 - October 16,M,Y,N,43.04823,-75.37883,"(43.04823, -75.37883)"
Oneida,Oneida County Public Market,"Downtown Utica, 321 Main St.",1st St. and Main St.,Utica,NY,13501,Elizabeth Irons,3157983639,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 17 - October 25,P/M,Y,Y,43.10364,-75.223,"(43.10364, -75.223)"
Oneida,Oneida County WINTER Public Market,"Inside Historic Union Station, Downtown Utica",321 Main Street,Utica,NY,13501,Brian Noonan,3157985800,http://www.oneidacountymarket.com,"Saturday 9am - 1pmBi-weekly, Nov - DecMonthly, 2nd Sat, Jan-Apr",November 8 - April 11,X/W/P,N,Y,43.10393,-75.2239,"(43.10393, -75.2239)"
Oneida,Rome Vendors Market,101 W. Dominick St. Berkshire Bank parking lot,101 West Dominick Street,Rome,NY,13440,Judith Wagner,3153395182,,Friday  9am-5pm,May 2 - November 7,P/M,Y,Y,43.21208,-75.46034,"(43.21208, -75.46034)"
